show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre,IMDB_weighted_average_vote,IMDB_total_votes,IMDB_us_voters_rating,IMDB_non_us_voters_rating,reviews_from_users,reviews_from_critics
s1246,Movie,Catfight,Onur Tukel,"Sandra Oh, Anne Heche, Alicia Silverstone, Amy Hill, Myra Lucretia Taylor, Ariel Kavoussi, Damian Young, Stephen Gevedon, Giullian Yao Gioiello, Tituss Burgess",United States,"June 1, 2017",2016,TV-MA,96 min,"Comedies, Independent Movies",6.2,460,6.3,5.4,3,6
s1247,TV Show,Cathedral of the Sea,,"Daniel Grao, Ginés García Millán, Óscar Hernández, Alain Hernández, Nora Navas, Lucía Díez, Jorge Kent, Ali El Aziz, Julia Carnero, David Venancio Muro, Jonás Beramí, Hugo Arbues, Natalia de Molina",Spain,"August 31, 2018",2017,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Drama",6.9,946,7,6.4,1135,250
s1248,Movie,Cats & Dogs: The Revenge of Kitty Galore,Brad Peyton,"James Marsden, Nick Nolte, Christina Applegate, Katt Williams, Bette Midler, Neil Patrick Harris, Sean Hayes, Wallace Shawn, Roger Moore, Joe Pantoliano, Michael Clarke Duncan, Chris O'Donnell, Jack McBrayer, Kiernan Shipka","United States, Australia","February 1, 2019",2010,PG,82 min,"Children,  Family Movies, Comedies",6.4,572,6.4,6.3,91,3
s1249,Movie,Catwalk: Tales from the Cat Show Circuit,"Aaron Hancox, Michael McNamara",,Canada,"January 7, 2019",2018,TV-PG,75 min,"Documentaries, International Movies",6.3,131,6.2,6.2,38,27
s1250,TV Show,Caught on Camera,,Nick Wallis,United Kingdom,"August 15, 2016",2015,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, Documentary",6.9,544,6.9,6.9,8,8
s1251,Movie,Cave,Henrik Martin Dahlsbakken,"Heidi Toini, Benjamin Helstad, Mads Sjogard Pettersen, Ingar Helge Gimle",Norway,"June 15, 2017",2016,TV-MA,77 min,"Action,  Adventure, International Movies, Thrillers",6.8,1070,6.8,6.5,127,67
s1252,Movie,Cedric the Entertainer: Live from the Ville,Troy Miller,Cedric the Entertainer,United States,"September 16, 2016",2016,TV-MA,60 min,Stand-Up Comedy,6.2,222,6.5,5.6,26,24
s1253,Movie,Celebrity Marriage,Pascal Amanfo,"Kanayo O. Kanayo, Tonto Dikeh, Jackie Appiah, Odunlade Adekola, Toyin Aimakhu, Osita Iheme, Francis Odega, Calista Okoronkwo, Susan Peters, Roselyn Ngissah",,"December 6, 2019",2017,TV-PG,107 min,"Drama, International Movies",6.9,188,7,6.1,29,17
s1254,TV Show,Cells at Work!,,"Kana Hanazawa, Tomoaki Maeno, Daisuke Ono, Kikuko Inoue, Maria Naganawa, Takahiro Sakurai, Saori Hayami, Nobuhiko Okamoto, Yuichi Nakamura, Shoya Chiba, M・A・O, Ayako Kawasumi, Aya Endo, Hiroyuki Yoshino, Mamiko Noto",Japan,"January 1, 2020",2018,TV-PG,1 Season,"Anime Series, Teen TV Shows",6.1,533,6.2,5.9,380,41
s1255,Movie,Celluloid Man,Shivendra Singh Dungarpur,P.K. Nair,India,"April 1, 2017",2012,TV-PG,156 min,"Documentaries, International Movies",5.8,465,6,5.3,9,0
s1256,Movie,Cemara's Family,Yandy Laurens,"Ringgo Agus Rahman, Nirina Zubir, Zara JKT48, Widuri Puteri, Ariyo Wahab, Asri Welas, Abdurrahman Arif, Kafin Sulthan",Indonesia,"December 24, 2020",2018,TV-G,110 min,"Children,  Family Movies, Drama, International Movies",5.6,228,6.1,3.7,19,6
s1257,Movie,Center Stage,Nicholas Hytner,"Amanda Schull, Zoe Saldana, Susan May Pratt, Peter Gallagher, Donna Murphy, Debra Monk, Ethan Stiefel, Sascha Radetsky, Julie Kent, Ilia Kulik",United States,"January 1, 2020",2000,PG-13,116 min,Drama,6.5,1454,6.5,6.4,46,21
s1258,Movie,Chaahat,Mahesh Bhatt,"Naseeruddin Shah, Shah Rukh Khan, Pooja Bhatt, Anupam Kher, Ramya Krishnan, Avtar Gill, Mushtaq Khan",India,"May 1, 2017",1996,TV-14,148 min,"Drama, International Movies, Romantic Movies",6.1,1068,6.2,6,1,6
s1259,Movie,Chaar Sahibzaade,Harry Baweja,Om Puri,India,"November 1, 2018",2014,TV-PG,126 min,"Drama, Faith,  Spirituality, International Movies",6.8,1117,6.9,6.7,7,4
s1260,Movie,Chadi Jawani Budhe Nu,,Anand,India,"September 1, 2017",1976,TV-PG,135 min,"Comedies, International Movies, Romantic Movies",6.9,473,6.9,6.7,462,123
s1261,Movie,Chal Bhaag,Prakash Balwant Saini,"Deepak Dobriyal, Tarun Bajaj, Keeya Khanna, Varun Mehra, Sanjay Mishra, Yashpal Sharma, Mukesh Tiwari, Atul Srivastava, Manish Khanna, Kunwar Aziz",India,"December 1, 2018",2014,TV-14,110 min,"Comedies, Drama, International Movies",7.1,4255,7.2,7.1,21,20
s1262,Movie,Chal Dhar Pakad,Aatmaram Dharne,Nagesh Bhonsle,India,"March 15, 2018",2010,TV-14,129 min,"Comedies, Drama, International Movies",5.7,200,4.4,6,1,17
s1263,Movie,Chal Mere Bhai,David Dhawan,"Sanjay Dutt, Salman Khan, Karisma Kapoor, Dalip Tahil, Sushma Seth, Shakti Kapoor, Nagma, Sonali Bendre, Twinkle Khanna, Ravi Baswani",India,"December 31, 2019",2000,TV-14,132 min,"Comedies, International Movies, Romantic Movies",6.5,1114,6.8,5.8,23,6
s1264,Movie,Chalay Thay Saath,Umer Adil,"Syra Shehroz, Kent S. Leung, Osama Tahir, Mansha Pasha, Zhalay Sharhadi, Faris Khalid, Behroze Sabzwari, Shamim Hilaly",Pakistan,"May 15, 2018",2017,TV-14,118 min,"Comedies, Drama, International Movies",7.4,5046,7.5,7.3,0,6
s1265,TV Show,Challenger,,,United States,"September 16, 2020",2020,TV-14,1 Season,"Documentary, Science,  Nature TV",7.6,838,7.4,7.6,30,14
s1266,Movie,Chalte Chalte,Aziz Mirza,"Shah Rukh Khan, Rani Mukerji, Jas Arora, Satish Shah, Rajiv Verma, Lillete Dubey, Jayshree T., Johny Lever",India,"July 1, 2018",2003,TV-14,166 min,"Drama, International Movies, Romantic Movies",5.6,224,5.6,5.2,8,2
s1267,Movie,Chaman Bahaar,Apurva Dhar Badgaiyann,"Jitendra Kumar, Ritika Badiani, Yogendra Tikku, Bhuvan Arora, Alam Khan, Dhirendra Tiwari, Ashwani Kumar, Bhagwan Tiwari",India,"June 19, 2020",2020,TV-MA,112 min,"Comedies, Drama, International Movies",6.7,117,7.2,6.1,9,5
s1268,Movie,Chamatkar,Rajiv Mehra,"Shah Rukh Khan, Naseeruddin Shah, Urmila Matondkar, Malvika Tiwari, Shammi Kapoor, Deven Verma, Tinnu Anand, Anjana Mumtaz, Anjan Srivastav, Rakesh Bedi",India,"May 15, 2017",1992,TV-14,164 min,"Comedies, International Movies, Sci-Fi,  Fantasy",6.8,1438,6.8,6.5,47,3
s1269,TV Show,Chambers,,"Sivan Alyra Rose, Uma Thurman, Tony Goldwyn, Marcus LaVoi, Nicholas Galitzine, Kyanna Simone Simpson, Griffin Powell-Arcand, Lilli Kay, Sarah Mezzanotte, Lilliya Scarlett Reid",United States,"April 26, 2019",2019,TV-MA,1 Season,"TV Horror, TV Mysteries, Teen TV Shows",7,677,7.1,6.6,4,0
s1270,Movie,Chameli,Sudhir Mishra,"Kareena Kapoor, Rahul Bose, Rinke Khanna, Yashpal Sharma, Makrand Deshpande, Kabir Sadanand, Pankaj Jha",India,"February 15, 2019",2004,TV-14,102 min,"Drama, International Movies",5.5,277,5.6,5.5,871,53
s1271,TV Show,Champions,,"Anders Holm, Fortune Feimster, Andy Favreau, J.J. Totah, Mouzam Makkar, Yassir Lester, Robert Costanzo, Ginger Gonzaga, Mindy Kaling",United States,"March 8, 2019",2018,TV-14,1 Season,TV Comedies,6.1,332,6.2,5.8,43,8
s1272,Movie,Chance Pe Dance,Ken Ghosh,"Shahid Kapoor, Genelia D'Souza, Mohnish Bahl, Satish Shah, Parikshat Sahni, Vikas Bhalla, Kurush Deboo, Zain Khan",India,"November 1, 2018",2010,TV-14,121 min,"Comedies, Drama, International Movies",6.3,869,6.4,6.2,247,85
s1273,Movie,Chandani: The Daughter of the Elephant Whisperer,Arne Birkenstock,K.G. Chandani Renuka Ratnayake,"Germany, Sri Lanka","March 1, 2017",2010,TV-G,87 min,"Documentaries, International Movies",6.1,411,7.5,3.9,122,51
s1274,Movie,Change in the Air,Dianne Dreyer,"Mary Beth Hurt, Rachel Brosnahan, Aidan Quinn, Olympia Dukakis, M. Emmet Walsh, Peter Gerety, Macy Gray, Satya Bhabha",United States,"March 1, 2020",2018,PG,95 min,Drama,6.9,888,6.9,6.8,19,6
s1275,Movie,Chaotic Love Poems,Garin Nugroho,"Chicco Jerikho, Pevita Pearce",Indonesia,"January 5, 2019",2016,TV-14,86 min,"Drama, International Movies, Romantic Movies",6.3,237,6.3,6.3,8,5
s1276,Movie,Chappaquiddick,John Curran,"Jason Clarke, Kate Mara, Ed Helms, Bruce Dern, Jim Gaffigan, Olivia Thirlby, Clancy Brown, Taylor Nichols, John Fiore","United States, Sweden","October 1, 2018",2017,PG-13,106 min,Drama,6,274,5.9,6,12,2
s1277,Movie,Chappie,Neill Blomkamp,"Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede","South Africa, United States","January 1, 2019",2015,R,121 min,"Action,  Adventure, Sci-Fi,  Fantasy",7.7,1189,7.9,7.6,585,250
s1278,TV Show,Charité,,"Alicia von Rittberg, Maximilian Meyer-Bretschneider, Justus von Dohnányi, Matthias Koeberlin, Christoph Bach, Ernst Stötzner, Klara Deutschmann, Ramona Kunze-Libnow, Daniel Sträßer, Tanja Schleiff, Monika Oschek, Emilia Schüle, Matthias Brenner, Thomas Loibl",Germany,"April 19, 2018",2017,TV-MA,1 Season,"International TV Shows, TV Drama",5.4,272,5.7,4.7,1,2
s1279,TV Show,Charité at War,,"Mala Emde, Ulrich Noethen, Jannik Schümann, Artjom Gilz, Luise Wolfram, Jacob Matschenz, Frida-Lovisa Hamann, Lukas Miko, Susanne Böwe",,"June 15, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Drama",5.9,147,5.8,5.9,92,6
s1280,Movie,Charlie and the Chocolate Factory,Tim Burton,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle, James Fox, Deep Roy, Christopher Lee, Adam Godley, AnnaSophia Robb, Julia Winter, Jordan Fry, Philip Wiegratz","United Kingdom, United States","January 1, 2020",2005,PG,115 min,"Children,  Family Movies, Comedies",6.2,1028,6.2,6.3,833,54
s1281,Movie,Charlie's Angels,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray, Sam Rockwell, Kelly Lynch, Tim Curry, Crispin Glover, Matt LeBlanc, LL Cool J, Tom Green, Luke Wilson","United States, Germany","October 1, 2019",2000,PG-13,98 min,"Action,  Adventure, Comedies",6.5,557,6.6,6.4,40,5
s1282,Movie,Charlie's Angels: Full Throttle,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Crispin Glover, Justin Theroux, Robert Patrick, Demi Moore, Rodrigo Santoro, Shia LaBeouf, Matt LeBlanc, Luke Wilson, John Cleese",United States,"October 1, 2019",2003,PG-13,106 min,"Action,  Adventure, Comedies",6.1,106,6.4,5.5,43,34
s1283,TV Show,Charlie's Colorforms City,,"Jacob Soley, Saara Chaudry, Tyler Barish, Zoe Hatz, Julie Lemieux, Joseph Motiki, Shoshana Sperling, Adrianna Di Liello, Deann Degruijter, Stacey DePass",United States,"March 22, 2019",2019,TV-Y,1 Season,Kids' TV,7,1012,7.1,6.2,12,8
s1284,Movie,Charlotte's Web,"Charles A. Nichols, Iwao Takamoto","Debbie Reynolds, Charles Nelson Reilly, Paul Lynde, Henry Gibson, Rex Allen, Danny Bonaduce, Pamelyn Ferdin, Don Messick, Agnes Moorehead, Martha Scott, John Stephenson, Herb Vigran, Dave Madden",United States,"November 23, 2019",1973,G,94 min,"Children,  Family Movies, Classic Movies",6.4,452,6.7,6.1,0,0
s1285,TV Show,Charmed,,"Madeleine Mantock, Sarah Jeffery, Melonie Diaz, Rupert Evans, Ser'Darius Blain, Ellen Tamaki, Charlie Gillespie",United States,"May 9, 2020",2019,TV-14,2 Seasons,"TV Drama, TV Sci-Fi,  Fantasy",5.9,122,5.9,5,17,3
s1286,Movie,Charming,Ross Venokur,"Wilmer Valderrama, Demi Lovato, Sia, Nia Vardalos, Ashley Tisdale, Avril Lavigne, G.E.M., John Cleese, Chris Harrison, Dee Bradley Baker, Carlos Alazraqui","Canada, United States, Cayman Islands","January 8, 2021",2021,TV-Y7,85 min,"Children,  Family Movies, Comedies",6.4,2739,6.4,6.3,13,10
s1287,Movie,Chashme Baddoor,David Dhawan,"Rishi Kapoor, Ali Zafar, Taapsee Pannu, Siddharth, Divyendu Sharma, Anupam Kher, Bharati Achrekar, Lillete Dubey, Ayaz Khan",India,"July 5, 2020",2013,TV-14,121 min,"Comedies, International Movies, Music,  Musicals",6.8,1593,7,6.3,897,336
s1288,Movie,Chashme Buddoor,David Dhawan,"Ali Zafar, Siddharth, Divyendu Sharma, Tapsee Pannu, Rishi Kapoor, Anupam Kher, Bharati Achrekar, Varun Dhawan, Lillete Dubey, Ayaz Khan, Ashish Verma",India,"May 1, 2017",2013,TV-PG,121 min,"Comedies, International Movies, Music,  Musicals",7.6,12225,7.7,7.6,128,86
s1289,Movie,Chasing Amy,Kevin Smith,"Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes, Kevin Smith",United States,"January 1, 2020",1997,R,113 min,"Comedies, Cult Movies, Drama",7,891,7.1,6.5,15,0
s1290,TV Show,Chasing Cameron,,"Cameron Dallas, Aaron Carpenter, Taylor Caniff, Willie Jones, Trey Schafer, Bart Bordelon, Blake Gray",United States,"December 27, 2016",2016,TV-14,1 Season,"Reality TV, Teen TV Shows",6,122,6.1,6.2,241,135
s1291,Movie,Chasing Coral,Jeff Orlowski,,United States,"July 14, 2017",2017,TV-PG,89 min,Documentaries,6.7,2093,6.7,6.7,33,5
s1292,TV Show,Chasing Monsters,,Cyril Chauquet,Canada," December 15, 2017",2016,TV-PG,2 Seasons,"Documentary, Reality TV, Science,  Nature TV",6.3,201,6.5,6.2,15,0
s1293,Movie,Chasing the Dragon,"Wong Jing, Jason Kwan","Donnie Yen, Andy Lau, Philip Keung, Kent Cheng, Wilfred Lau, Ken Tong, Yu Kang","Hong Kong, China","April 19, 2018",2017,TV-MA,129 min,"Action,  Adventure, Drama, International Movies",6.8,470,6.7,6.8,59,70
s1294,Movie,Chasing Trane,John Scheinfeld,"Denzel Washington, Bill Clinton, Ravi Coltrane, Common, Benny Golson, Jimmy Heath, Wynton Marsalis, Sonny Rollins, Carlos Santana, Cornel West",United States,"November 13, 2017",2016,TV-PG,99 min,"Documentaries, Music,  Musicals",6.5,271,6.6,6.1,16,0
s1295,Movie,Chatô: The King of Brazil,Guilherme Fontes,"Marco Ricca, Andrea Beltrão, Letícia Sabatella, Leandra Leal, Gabriel Braga Nunes, Paulo Betti, Marcos Oliveira, Eliane Giardini",Brazil,"October 1, 2016",2015,TV-MA,105 min,"Drama, International Movies",7.7,1486,7.9,7.7,36,7
s1296,Movie,Chauthi Koot,Gurvinder Singh,"Suvinder Vikky, Rajbir Kaur, Gurpreet Kaur Bhangu, Taranjit Singh, Harleen Kaur, Kanwaljeet Singh, Harnek Aulakh, Tejpal Singh, Gulshan Saggi","India, France","February 1, 2017",2015,TV-14,116 min,"Drama, Independent Movies, International Movies",6.5,4957,6.5,6.4,24,2
s1297,TV Show,Cheapest Weddings,,Melanie Vallejo,Australia,"December 1, 2017",2016,TV-14,1 Season,"International TV Shows, Reality TV",5.7,496,6.3,3.7,6,1
s1298,TV Show,Check The Store Next Door: The Next Chapter,,"Ernest Prakasa, Chew Kin Wah, Dion Wiyoko, Morgan Oey, Anggika Bolsterli, Arie Kriting, Yusril Fahriza, Awwe, Adjis Doaibu, Aci Resti, Bintang Emon, Jenny Zhang, Soleh Solihun, Denny Gitong",Indonesia,"December 2, 2020",2020,TV-14,2 Seasons,"International TV Shows, TV Comedies, TV Drama",6.3,101,6.3,5.8,230,35
s1299,TV Show,Cheer,,,United States,"January 8, 2020",2020,TV-MA,1 Season,"Documentary, Reality TV, Teen TV Shows",5.9,228,5.9,6,7,1
s1300,TV Show,Cheer Squad,,,United States,"March 14, 2017",2016,TV-PG,1 Season,"Reality TV, Teen TV Shows",6.5,506,6.6,6.5,31,3
s1301,TV Show,Cheers,,"Ted Danson, Rhea Perlman, George Wendt, John Ratzenberger, Shelley Long, Kirstie Alley, Woody Harrelson, Kelsey Grammer, Nicholas Colasanto",United States," July 1, 2017",1992,TV-PG,11 Seasons,"Classic,  Cult TV, TV Comedies",6.9,1283,7,6.9,20,28
s1302,TV Show,Cheese in the Trap,Lee Yoon-jung,"Park Hae-Jin, Kim Go-eun, Seo Kang-jun, Lee Sung-kyoung, Nam Joo-hyuk, Park Min-ji, Hwang Seog-jeong, Son Byung-ho, Ahn Kil-kang",South Korea,"October 1, 2019",2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",7.9,41173,7.9,7.9,15,4
s1303,Movie,Chef,Jon Favreau,"Jon Favreau, Sofía Vergara, John Leguizamo, Scarlett Johansson, Dustin Hoffman, Oliver Platt, Bobby Cannavale, Amy Sedaris, Robert Downey Jr., Emjay Anthony, Russell Peters",United States,"December 1, 2020",2014,R,115 min,"Comedies, Independent Movies",5.8,177,5.8,5.7,25,13
s1304,TV Show,Chef & My Fridge,,"Seong-joo Kim​, Jung-hwan Ahn",South Korea," August 4, 2017",2017,TV-PG,2 Seasons,"International TV Shows, Korean TV Shows, Reality TV",6,153,5.8,5.9,34,73
s1305,TV Show,Chef's Table,,,United States,"February 22, 2019",2019,TV-MA,6 Seasons,"Documentary, Reality TV",5.5,102,5.8,4.4,11,1
s1306,TV Show,Chef's Table: BBQ,,,United States,"September 2, 2020",2020,TV-14,1 Season,"Documentary, Reality TV",6.1,235,6.1,5.7,228,160
s1307,TV Show,Chef's Table: France,,,,"September 2, 2016",2016,TV-14,1 Season,Documentary,4.7,129,4.9,4.4,31,12
s1308,TV Show,Chelsea,,,United States,"April 14, 2017",2017,TV-MA,2 Seasons,"Stand-Up Comedy,  Talk Shows, TV Comedies",7.4,16927,7.5,7.3,22,159
s1309,TV Show,Chelsea Does,,Chelsea Handler,United States,"January 23, 2016",2016,TV-MA,1 Season,"Documentary, Science,  Nature TV",6.1,357,6.2,5.8,12,0
s1310,Movie,Chelsea Handler: Uganda Be Kidding Me Live,James Yukich,Chelsea Handler,United States,"October 10, 2014",2014,TV-MA,71 min,Stand-Up Comedy,7.2,183,7.5,6.9,42,3
s1311,Movie,Chelsea Peretti: One of the Greats,Lance Bangs,Chelsea Peretti,United States,"November 14, 2014",2014,TV-MA,75 min,Stand-Up Comedy,6.3,481,6.3,6.1,375,228
s1312,Movie,Chennai Express,Rohit Shetty,"Shah Rukh Khan, Deepika Padukone, Nikitin Dheer, Satyaraj, Kamini Kaushal, Lekh Tandon, Mukesh Tiwari",India,"August 31, 2018",2013,TV-14,135 min,"Action,  Adventure, Comedies, International Movies",6.3,722,6.4,6.2,614,260
s1313,Movie,Chernobyl Diaries,Bradley Parker,"Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley, Jesse McCartney, Nathan Phillips, Jonathan Sadowski, Alex Feldman, Kristof Konrad, Pasha D. Lychnikoff",United States,"August 1, 2018",2012,R,88 min,"Horror Movies, Thrillers",5.6,559,6,5.1,42,4
s1314,TV Show,Cheuk Wan-Chi: Two Night Stand,,Cheuk Wan Chi,,"December 15, 2017",2015,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy,  Talk Shows, TV Comedies",6.3,506,6.5,6,1,14
s1315,TV Show,Chewin' the Fat,,"Ford Kiernan, Greg Hemphill, Karen Dunbar, Mark Cox, Paul Riley",United Kingdom,"October 1, 2016",1999,TV-14,1 Season,"British TV Shows, TV Comedies",6.8,570,6.8,6.8,6,3
s1316,TV Show,Chewing Gum,,"Michaela Coel, John Macmillan, Robert Lonsdale, Danielle Walters, Kadiff Kirwan, Susan Wokoma, Shola Adewusi, Sarah Hoare, Abby Rakic-Platt, Maggie Steed, Olisa Odele",United Kingdom," April 4, 2017",2017,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",6,1051,6.1,5.7,1,3
s1317,TV Show,Chhota Bheem,,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",India,"July 11, 2019",2019,TV-Y,1 Season,Kids' TV,6.1,503,6,6.2,13,0
s1318,Movie,Chhota Bheem and the Curse of Damyaan,Rajiv Chilaka,"Kaustav Ghosh, Jigna Bhardwaj, Chutki, Rajesh Kava, Mausam, Guru Shambu, Arun Shekar, Julie Tejwani, Anamaya Verma",India,"April 1, 2020",2012,TV-Y7,87 min,"Children,  Family Movies",6.6,438,6.6,6.5,18,5
s1319,Movie,Chhota Bheem Aur Kaala Yodha,"Sidheswar Shukla, Asit Mohapatra","Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju",,"May 10, 2019",2018,TV-Y7,63 min,Movies,6.3,176,6.3,6.1,10,2
s1320,Movie,Chhota Bheem Ka Romani Adventure,"Asit Mohapatra, Shyamal Chaulia","Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju",,"May 10, 2019",2018,TV-Y7,62 min,"Children,  Family Movies",7.6,11594,7.9,7.3,0,0
s1321,Movie,Chhota Bheem Ka Troll Se Takkar,"Shyamal Chaulia, Asit Mohapatra","Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju",,"May 10, 2019",2018,TV-Y7,62 min,Movies,6.6,893,6.6,6.5,41,0
s1322,TV Show,Chhota Bheem Kung Fu Dhamaka Series,,"Pinky Pal Rajput, Sonal Kaushal, Julie Tejwani, Jigna Bharadhwaj, Shaily Dubey, Rajesh Kava, Ghanshyam Shukla, Anamaya Verma, Mohit Sinha, Vaibhav Thakkar",,"January 1, 2020",2019,TV-Y7,1 Season,Kids' TV,5.8,207,5.8,5.7,21,110
s1323,Movie,Chhota Bheem Kungfu Dhamaka,"Rajiv Chilaka, Binayak Das","Sonal Kaushal, Rupa Bhimani, Jigna Bharadhwaj, Sabina Malik, Julie Tejwani, Rajesh Kava, Vaibhav Thakkar, Samriddhi Shuklaa, Aditya Raj Sharma, Vinod Kulkarni",India,"August 15, 2019",2019,TV-Y7,112 min,"Children,  Family Movies",5.4,493,5.8,5.1,95,16
s1324,TV Show,Chicago Typewriter,,"Yoo Ah-in, Im Soo-jung, Ko Kyoung-pyo, Kwak Si-yang, Jo Woo-jin, Yang Jin-sung, Jeon Soo-kyeong, Ji Dae-han, Chun Ho-jin",South Korea,"October 1, 2019",2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",8.2,11390,8.3,8.2,9,2
s1325,Movie,Chicken Kokkachi,Anuranjan Premji,"Anuranjan Premji, Indrans, Dharmajan Bolgatty, Sudhi Koppa, Bijukuttan, Neha Rathanakaran, Prasanth",India,"July 1, 2018",2017,TV-14,113 min,"Comedies, International Movies",7,1566,7.3,6.7,89,15
s1326,Movie,Chicken Little,Mark Dindal,"Zach Braff, Joan Cusack, Patrick Stewart, Steve Zahn, Catherine O'Hara, Harry Shearer, Adam West, Don Knotts, Amy Sedaris, Garry Marshall, Patrick Warburton, Fred Willard, Wallace Shawn",United States,"March 16, 2016",2005,G,82 min,"Children,  Family Movies, Comedies",6.1,155,6.2,5.8,6,24
s1327,TV Show,Chicken Soup for the Soul's Being Dad,,,United States,"August 27, 2018",2018,TV-MA,1 Season,Documentary,6.1,152,6.1,6,117,3
s1328,Movie,Chico Bon Bon and the Very Berry Holiday,Darragh O'Connell,"Robbie Daymond, Dayci Brookshire, Anthony Tedesco, Andy Abbott, Emma Sloan Jacobs, Joanna Lewis, Matt Mercer, Ian Nikus",,"December 3, 2020",2020,TV-Y,25 min,"Children,  Family Movies",6.5,208,7,6.2,11,2
s1329,TV Show,Chico Bon Bon: Monkey with a Tool Belt,,"Robbie Daymond, Dayci Brookshire, Anthony Tedesco, Andy Abbott, Roberta Lemons, Cole Seaver",United States,"October 27, 2020",2020,TV-Y,4 Seasons,Kids' TV,7.3,1745,7.4,6.9,41,11
s1330,Movie,Chief Daddy,Niyi Akinmolayan,"Taiwo Obileye, Joke Silva, Falz The Bahd Guy, Dakore Akande, Funke Akindele, Zainab Balogun, Shaffy Bello, Ini Edo, Linda Ihuoma-Suleiman, Mawuli Gavor, Richard Mofe-Damijo, Rachael Oniga, Nkem Owoh, Patience Ozokwor",Nigeria,"March 15, 2019",2018,TV-MA,98 min,"Comedies, Drama, International Movies",6.3,474,6.6,5.7,33,6
